valid_time,u10,v10,t2m,msl,sst,avg_sdswrf,number,latitude,longitude,expver,wind_speed
2019-02-06 00:00:00,-1.2531071,-3.3754702,8.952911,101744.09,14.541779,166.49423,0,35.05,129.05,0001,3.6005661
2019-02-06 06:00:00,0.7664262,1.0794928,12.304108,101492.8,14.541779,535.791,0,35.05,129.05,0001,1.323901
2019-02-06 12:00:00,5.162491,2.677515,11.755524,101625.56,14.541779,0.0,0,35.05,129.05,0001,5.815531
2019-02-06 18:00:00,5.476344,0.058146775,10.6649475,101619.664,14.541779,0.0,0,35.05,129.05,0001,5.476653
2019-02-07 00:00:00,4.895813,-1.3600464,10.627289,101586.28,14.199432,38.542435,0,35.05,129.05,0001,5.0812116
2019-02-07 06:00:00,2.9043455,-5.568138,8.779999,101609.49,14.199432,370.08618,0,35.05,129.05,0001,6.2800784
2019-02-07 12:00:00,2.7545595,-7.0785837,4.2929993,102000.08,14.199432,0.0,0,35.05,129.05,0001,7.595653
2019-02-07 18:00:00,2.8652391,-8.419085,1.4883118,102127.125,14.199432,0.0,0,35.05,129.05,0001,8.893289
2019-02-08 00:00:00,-1.3698721,-6.2801714,2.4479065,102424.41,13.893097,79.77533,0,35.05,129.05,0001,6.427838
2019-02-08 06:00:00,-2.540903,-3.0263605,6.113373,102247.01,13.893097,488.48315,0,35.05,129.05,0001,3.951588
2019-02-08 12:00:00,-2.3877764,-2.6158695,5.223175,102166.41,13.893097,0.0,0,35.05,129.05,0001,3.5417862
2019-02-08 18:00:00,1.6031077,-2.4039412,5.1406555,102205.484,13.893097,0.0,0,35.05,129.05,0001,2.889444
2019-02-09 00:00:00,2.7193632,-6.6237154,3.0901184,102258.984,13.989044,116.12015,0,35.05,129.05,0001,7.1602054
2019-02-09 06:00:00,4.8796053,-6.6203375,4.680725,102312.2,13.989044,584.0569,0,35.05,129.05,0001,8.2243185
2019-02-09 12:00:00,1.3077288,-6.316929,2.1168518,102642.516,13.989044,0.0,0,35.05,129.05,0001,6.450872
2019-02-09 18:00:00,0.9823901,-6.339876,1.8432922,102767.74,13.989044,0.0,0,35.05,129.05,0001,6.4155374
2019-02-10 00:00:00,0.31661892,-5.732135,3.101593,102965.92,13.558319,143.03215,0,35.05,129.05,0001,5.7408724
2019-02-10 06:00:00,-3.84828,-2.5435658,7.261383,102593.0,13.558319,327.64673,0,35.05,129.05,0001,4.612915
2019-02-10 12:00:00,-0.8376453,-4.0428705,6.1977844,102650.19,13.558319,0.0,0,35.05,129.05,0001,4.128735
2019-02-10 18:00:00,2.234805,-5.2717733,4.1288147,102534.97,13.558319,0.0,0,35.05,129.05,0001,5.725901
2019-02-11 00:00:00,4.645259,-6.7800846,1.5133362,102863.305,14.068573,188.93713,0,35.05,129.05,0001,8.218758
2019-02-11 06:00:00,4.472542,-4.5347567,5.88443,102767.38,14.068573,584.9563,0,35.05,129.05,0001,6.3692737
2019-02-11 12:00:00,1.7117885,-5.0941706,3.872345,103174.31,14.068573,0.0,0,35.05,129.05,0001,5.3740854
2019-02-11 18:00:00,2.3427074,-4.8643837,1.9734192,103278.78,14.068573,0.0,0,35.05,129.05,0001,5.399121
2019-02-12 00:00:00,2.5899382,-5.8230944,2.590973,103441.88,13.304657,195.97485,0,35.05,129.05,0001,6.3730845
2019-02-12 06:00:00,0.48930788,-2.0318365,6.9277344,103059.74,13.304657,576.55054,0,35.05,129.05,0001,2.0899239
2019-02-12 12:00:00,-0.7300072,-2.118041,6.211212,103082.51,13.304657,0.0,0,35.05,129.05,0001,2.2403142
2019-02-12 18:00:00,0.30517375,-4.2520943,4.597687,103011.77,13.304657,0.0,0,35.05,129.05,0001,4.263031
2019-02-13 00:00:00,1.4698805,-6.254915,4.3039856,103141.22,13.454803,198.69954,0,35.05,129.05,0001,6.425303
2019-02-13 06:00:00,1.8163941,-4.1989784,7.7588196,102827.94,13.454803,587.6565,0,35.05,129.05,0001,4.575009
2019-02-13 12:00:00,1.4030157,-5.509411,4.804962,103019.4,13.454803,0.0,0,35.05,129.05,0001,5.6852493
2019-02-13 18:00:00,-0.9139843,-6.710101,3.0591125,103054.74,13.454803,0.0,0,35.05,129.05,0001,6.772062
2019-02-14 00:00:00,-2.815956,-6.3212986,5.0715637,103214.11,13.686066,100.29422,0,35.05,129.05,0001,6.9201465
2019-02-14 06:00:00,-4.7907076,-3.2936897,7.613861,102931.19,13.686066,410.15576,0,35.05,129.05,0001,5.813714
2019-02-14 12:00:00,-4.376584,-1.6139078,7.1805725,102894.93,13.686066,0.0,0,35.05,129.05,0001,4.6646743
2019-02-14 18:00:00,-2.3963737,1.6866083,7.596222,102577.51,13.686066,0.0,0,35.05,129.05,0001,2.9304018
2019-02-15 00:00:00,1.228924,0.09026432,8.255524,102338.945,13.913544,76.444885,0,35.05,129.05,0001,1.2322345
2019-02-15 06:00:00,6.7504215,1.924519,10.350098,101998.78,13.913544,430.15527,0,35.05,129.05,0001,7.019399
2019-02-15 12:00:00,5.023509,-5.027255,7.4042053,101958.23,13.913544,0.0,0,35.05,129.05,0001,7.1069636
2019-02-15 18:00:00,6.0499144,-4.922517,4.7114563,102027.46,13.913544,0.0,0,35.05,129.05,0001,7.7995276
2019-02-16 00:00:00,3.8711376,-5.2328653,2.9339905,102180.086,14.176056,156.89546,0,35.05,129.05,0001,6.509115
2019-02-16 06:00:00,3.0170383,-4.322156,6.039276,101966.19,14.176056,598.74634,0,35.05,129.05,0001,5.2710104
2019-02-16 12:00:00,2.1088839,-4.873658,3.613556,102226.94,14.176056,0.0,0,35.05,129.05,0001,5.3103614
2019-02-16 18:00:00,3.9618397,-5.969473,1.3708801,102306.58,14.176056,0.0,0,35.05,129.05,0001,7.1645503
2019-02-17 00:00:00,3.1092653,-5.7902126,1.417633,102496.734,14.06662,217.97464,0,35.05,129.05,0001,6.5722213
2019-02-17 06:00:00,2.5621023,-2.6414099,6.955536,102285.68,14.06662,615.3749,0,35.05,129.05,0001,3.679866
2019-02-17 12:00:00,3.192132,-1.3103542,6.2416077,102447.85,14.06662,0.0,0,35.05,129.05,0001,3.4506137
2019-02-17 18:00:00,1.7083724,-4.0831823,3.7781067,102480.586,14.06662,0.0,0,35.05,129.05,0001,4.4261627
2019-02-18 00:00:00,1.4257693,-2.8255596,4.4964905,102632.34,14.044159,158.18471,0,35.05,129.05,0001,3.1649022
2019-02-18 06:00:00,0.09928018,1.0292406,8.862946,102380.73,14.044159,382.17725,0,35.05,129.05,0001,1.0340178
2019-02-18 12:00:00,0.40485764,0.028634846,9.650238,102461.195,14.044159,0.0,0,35.05,129.05,0001,0.405869
2019-02-18 18:00:00,-1.5783873,1.9585123,9.420319,102056.43,14.044159,0.0,0,35.05,129.05,0001,2.5153682
2019-02-19 00:00:00,-3.5895185,-3.4471035,11.184235,101586.69,14.293243,11.230476,0,35.05,129.05,0001,4.976662
2019-02-19 06:00:00,2.2041273,-4.0525694,11.102081,101337.36,14.293243,360.63733,0,35.05,129.05,0001,4.6131873
2019-02-19 12:00:00,2.9932303,-3.3944645,9.089752,101764.44,14.293243,0.0,0,35.05,129.05,0001,4.5256844
2019-02-19 18:00:00,4.6032276,-5.0715046,4.8036194,102105.85,14.293243,0.0,0,35.05,129.05,0001,6.8490777
2019-02-20 00:00:00,4.098379,-5.2943983,4.9772034,102289.86,14.534943,213.08182,0,35.05,129.05,0001,6.695324
2019-02-20 06:00:00,4.2801456,-2.6924438,8.8396,102273.016,14.534943,604.33496,0,35.05,129.05,0001,5.05657
2019-02-20 12:00:00,0.92222315,-4.7571354,6.825226,102577.99,14.534943,0.0,0,35.05,129.05,0001,4.8457026
2019-02-20 18:00:00,0.6504136,-5.1351614,4.6268616,102609.336,14.534943,0.0,0,35.05,129.05,0001,5.176188
2019-02-21 00:00:00,0.56603754,-4.2361374,5.4830627,102685.56,14.4531555,223.0998,0,35.05,129.05,0001,4.2737875
2019-02-21 06:00:00,-2.2857513,-0.5188694,9.4479065,102427.79,14.4531555,568.13184,0,35.05,129.05,0001,2.3439038
2019-02-21 12:00:00,-2.7001762,-0.33698463,9.407745,102491.5,14.4531555,0.0,0,35.05,129.05,0001,2.721123
2019-02-21 18:00:00,-1.6194162,-2.7373066,8.906403,102254.07,14.4531555,0.0,0,35.05,129.05,0001,3.1804647
2019-02-22 00:00:00,-1.591979,-3.3588943,9.309723,102193.17,14.4653015,153.6023,0,35.05,129.05,0001,3.7170644
2019-02-22 06:00:00,-1.5496063,-1.6743555,11.232697,101835.03,14.4653015,284.7649,0,35.05,129.05,0001,2.2813914
2019-02-22 12:00:00,-3.1679993,-3.2643375,10.5159,101930.61,14.4653015,0.0,0,35.05,129.05,0001,4.548859
2019-02-22 18:00:00,-0.8518162,-4.933448,8.886261,101977.22,14.4653015,0.0,0,35.05,129.05,0001,5.006446
2019-02-23 00:00:00,0.5903759,-5.953166,8.90567,102323.766,14.449188,171.04465,0,35.05,129.05,0001,5.9823685
2019-02-23 06:00:00,-6.4862013,-5.2764864,11.73288,102250.41,14.449188,413.36768,0,35.05,129.05,0001,8.361346
2019-02-23 12:00:00,-4.901861,-3.8334475,10.02121,102522.11,14.449188,0.0,0,35.05,129.05,0001,6.222826
